layer,head,attrib_contrastive,attrib_ln_scaled,attrib_deceptive_only,pct_of_norm_v
4,14,-0.000299566425383091,-0.00010760780423879623,-0.010933478362858295,-0.002799103733210136
12,13,-0.0003043711185455322,-0.00022808462381362915,-0.21547816693782806,-0.00284399806524591
18,6,-0.00031162798404693604,-5.169212818145752e-05,0.0950205996632576,-0.002911805127704285
7,10,-0.00033064931631088257,-0.00010540243238210678,-0.01509097870439291,-0.0030895376025053428
15,9,-0.000335104763507843,-4.782155156135559e-05,0.11190447211265564,-0.0031311686326389236
7,4,-0.00034038349986076355,-0.00010445155203342438,0.025148266926407814,-0.003180492353123275
8,8,-0.0003494527190923691,-0.00010119937360286713,0.027405589818954468,-0.0032652337769194318
13,10,-0.0003682449460029602,-0.00018703192472457886,-0.10906205326318741,-0.0034408255256726506
0,3,-0.00037677399814128876,-0.0001379847526550293,-0.02585926651954651,-0.0035205197091934147
2,9,-0.00038304366171360016,-0.0001428290270268917,-0.020672470331192017,-0.003579102504941589
19,15,-0.0003837666008621454,-0.00012862682342529297,-0.00236106151714921,-0.0035858575398791297
15,8,-0.0003930330276489258,-9.629502892494202e-05,0.05427124723792076,-0.0036724416414827244
17,0,-0.00039304792881011963,-0.00019691698253154755,-0.0647430345416069,-0.0036725808756972182
9,0,-0.00039849430322647095,-0.00017180852591991425,-0.03867350146174431,-0.003723470981094622
10,4,-0.0004004240036010742,-0.0001574269263073802,-0.0060670338571071625,-0.0037415018118715413
17,9,-0.0004238877445459366,-0.0001362096518278122,0.025328785181045532,-0.003960743486868498
19,5,-0.0004275646060705185,-0.0001367582008242607,0.026661956682801247,-0.00399509952929479
11,5,-0.00046502240002155304,-0.00017613032832741737,-0.020583409816026688,-0.004345099535978032
0,10,-0.0004683118313550949,-0.00014348048716783524,0.031232735142111778,-0.00437583548882749
10,10,-0.000493958592414856,-0.0001875162124633789,-0.03513476625084877,-0.004615474976247757
18,8,-0.0005024895071983337,-0.00014918949455022812,0.03832674399018288,-0.004695186564045333
25,2,-0.0005228891968727112,-0.00019376259297132492,-0.03532383218407631,-0.004885798203687047
14,11,-0.0005708234384655952,-0.0001804996281862259,0.01501088123768568,-0.005333688565297683
14,4,-0.0006081908941268921,-0.00022910535335540771,-0.025246286764740944,-0.005682844464555558
1,6,-0.0006131790578365326,-0.0001936107873916626,0.0375945121049881,-0.0057294531178572845
6,8,-0.0006426125764846802,-0.00023611122742295265,-0.019528048112988472,-0.006004475500035733
16,8,-0.0006614327430725098,-0.0003364458680152893,-0.19214250147342682,-0.0061803283129411276
7,11,-0.0006644129753112793,-0.0002008005976676941,0.04972554370760918,-0.0062081751558398434
7,8,-0.0006846506148576736,-0.00025327433831989765,-0.006457976531237364,-0.00639727262339894
17,15,-0.0007018335163593292,-0.00023438967764377594,0.011990919709205627,-0.006557827076986852
10,1,-0.000715300440788269,-0.00030939653515815735,-0.1396011859178543,-0.006683659998335427
15,1,-0.0007164357230067253,-0.00024367030709981918,0.006265238393098116,-0.006694267905052157
9,6,-0.0007301364094018936,-0.00024332827888429165,0.009260720573365688,-0.0068222850631405995
13,15,-0.0007563189137727022,-0.00025372428353875875,-0.0037382098380476236,-0.007066930455678831
9,15,-0.0007664971053600311,-0.00026357918977737427,-0.02219877578318119,-0.007162033950781752
9,5,-0.0007738126441836357,-0.0002965370658785105,-0.00581703195348382,-0.007230389247959696
19,3,-0.0008158385753631592,-0.00024779699742794037,0.08592680096626282,-0.007623073243523626
5,2,-0.0008423477411270142,-0.0002192668616771698,0.16959768533706665,-0.00787077091110771
7,6,-0.0008441582322120667,-0.00028830626979470253,-0.0179926585406065,-0.00788768786816868
21,4,-0.0008663535118103027,-0.0003602653741836548,-0.0982600748538971,-0.00809507723065687
14,0,-0.0008760988712310791,-0.0002918615937232971,0.03346102312207222,-0.008186136406935673
18,1,-0.0009173844009637833,-0.0003147735260426998,0.015191424638032913,-0.008571902202466954
12,4,-0.0009192172437906265,-0.00032967887818813324,-0.024543024599552155,-0.008589028010849665
18,5,-0.0009194808080792427,-0.0003780834376811981,0.01258475985378027,-0.00859149071601852
6,6,-0.0009334906935691833,-0.00028432346880435944,0.0654023289680481,-0.008722396984057705
9,7,-0.0009379012044519186,-0.0003267690190114081,0.0003930476668756455,-0.008763608136013203
6,3,-0.0009417608380317688,-0.00035040266811847687,-0.05639057233929634,-0.008799671973101643
22,13,-0.0009449906647205353,-0.0002938695251941681,0.04384751245379448,-0.008829850989093127
13,5,-0.0009516328573226929,-0.0003167283721268177,0.01898912526667118,-0.00889191464020364
13,7,-0.0009935200214385986,-0.0003271135501563549,0.02277086116373539,-0.009283302017145102
16,7,-0.0010026097297668457,-0.000368364155292511,-0.11107900738716125,-0.009368234887986186
17,12,-0.0010200627148151398,-0.00032206811010837555,0.05285368859767914,-0.009531312961711794
25,5,-0.0010289154015481472,-0.0003506146604195237,-0.005992082413285971,-0.00961403113832859
25,3,-0.001029925886541605,-0.0003398079425096512,0.006091862916946411,-0.009623472958498937
9,12,-0.0010367166250944138,-0.00036644586361944675,-0.011141158640384674,-0.009686924600685183
3,2,-0.0010741129517555237,-0.0003456566482782364,0.03569882735610008,-0.01003635026623364
18,10,-0.0010832366533577442,-0.0003820388810709119,0.0041327644139528275,-0.010121600765126538
9,8,-0.0010834581917151809,-0.00036641082260757685,-0.0030104315374046564,-0.01012367078629983
2,15,-0.0011423907708376646,-0.00038772093830630183,-0.003300873562693596,-0.010674327963647038
0,7,-0.0011465391144156456,-0.0003853612579405308,0.008848455734550953,-0.01071308946364129
20,14,-0.001146554946899414,-0.000526919960975647,-0.21925276517868042,-0.01071323739999419
3,14,-0.0011503174901008606,-0.00041388534009456635,-0.03526641055941582,-0.010748394039153819
20,13,-0.0011659534648060799,-0.0004049399867653847,0.007967261597514153,-0.010894494240849617
15,7,-0.0011921636760234833,-0.0004310067743062973,-0.05227881297469139,-0.011139398522005422
16,12,-0.0011976361274719238,-0.0004300381988286972,-0.05567790940403938,-0.01119053228727819
1,10,-0.0012495405972003937,-0.00044930167496204376,-0.048779815435409546,-0.01167551986491296
11,7,-0.0012897439301013947,-0.00046681612730026245,-0.0481414794921875,-0.012051173775616646
3,9,-0.001290973275899887,-0.00042040087282657623,0.025079743936657906,-0.012062660598312366
22,11,-0.0012936703860759735,-0.00041953660547733307,0.050947174429893494,-0.012087861991135703
3,3,-0.0013213194906711578,-0.0004635327495634556,-0.018440043553709984,-0.012346211076128545
8,11,-0.0013637412339448929,-0.0004683360457420349,-0.017603149637579918,-0.012742593480514963
20,0,-0.0013855565339326859,-0.00048105022870004177,-0.011726253665983677,-0.012946432370533566
1,3,-0.0014346316456794739,-0.00047085434198379517,0.0319938026368618,-0.013404982851691368
5,1,-0.0014417916536331177,-0.0005088690668344498,-0.0527566559612751,-0.013471884891755534
2,0,-0.001509193331003189,-0.0005245194770395756,-0.021807963028550148,-0.01410167605246363
18,0,-0.0015334896743297577,-0.0004971101880073547,0.04660513997077942,-0.014328697439195416
14,7,-0.0015625730156898499,-0.0005361586809158325,-0.04531009867787361,-0.014600447817333264
23,15,-0.0016341377049684525,-0.0005733557045459747,-0.03132070228457451,-0.015269137536715506
3,5,-0.0016857758164405823,-0.0006295591592788696,-0.09854826331138611,-0.015751636302766204
7,5,-0.0016968101263046265,-0.0005242973566055298,0.2302003651857376,-0.0158547392385987
24,15,-0.0017468035221099854,-0.0006013368256390095,-0.02288794331252575,-0.016321870028224668
21,0,-0.001809523906558752,-0.0006012368248775601,-0.0017870422452688217,-0.016907919890235764
25,0,-0.0018096566200256348,-0.0004834383726119995,0.13253647089004517,-0.016909159944958597
23,14,-0.001815290655940771,-0.0006130316760390997,0.007118047680705786,-0.016961803531244782
2,12,-0.001867806538939476,-0.0006507085636258125,-0.032724976539611816,-0.017452504062742992
20,3,-0.001911194995045662,-0.0006522843614220619,-0.03222694993019104,-0.017857919286794678
2,10,-0.001921218354254961,-0.0006523443153128028,0.002206319011747837,-0.017951576051387627
13,4,-0.0019360780715942383,-0.0007278472185134888,-0.13262180984020233,-0.01809042302072215
18,4,-0.002048686146736145,-0.0008015036582946777,-0.16823361814022064,-0.01914261597965015
10,12,-0.0020962469279766083,-0.0007373401895165443,-0.02754606492817402,-0.019587016783760042
8,4,-0.002140012104064226,-0.0007404934149235487,-0.007837588898837566,-0.019995952022796897
15,6,-0.002143546938896179,-0.0006975438445806503,0.06430011242628098,-0.020028980989116294
13,9,-0.0021575987339019775,-0.0007080517243593931,0.004589230287820101,-0.020160278853383742
10,14,-0.0021646739915013313,-0.0007606791332364082,-0.010408571921288967,-0.020226388998852977
14,10,-0.002228993922472,-0.0007780715823173523,-0.04377123340964317,-0.020827384783576118
9,1,-0.002273526042699814,-0.0007551498711109161,0.04205101728439331,-0.02124348623359019
5,6,-0.0022744685411453247,-0.0007532583549618721,0.04131456837058067,-0.02125229279765691
22,14,-0.002323184162378311,-0.000789738493040204,-0.012395254336297512,-0.02170748425339005
16,2,-0.002380385994911194,-0.0007235109806060791,0.17809812724590302,-0.02224196959427729
14,12,-0.002390265464782715,-0.0007631070911884308,0.06705016642808914,-0.022334281878486534
14,13,-0.0024075545370578766,-0.0008480576798319817,-0.03694906830787659,-0.022495828375852716
12,14,-0.0024586468935012817,-0.0009227916598320007,-0.14892525970935822,-0.022973227688797584
11,0,-0.0024946480989456177,-0.0009146220982074738,-0.17941361665725708,-0.02330961755101408
3,8,-0.0025171046145260334,-0.000859241234138608,0.006806815508753061,-0.02351944786332511
2,14,-0.0025231540203094482,-0.0008503040298819542,-0.027939217165112495,-0.023575972603340302
22,6,-0.002526313066482544,-0.0008754618465900421,-0.021515080705285072,-0.023605490256812942
22,5,-0.0025489628314971924,-0.0009176656603813171,-0.11008981615304947,-0.023817126262843186
11,15,-0.0025595128536224365,-0.0009139329195022583,-0.1175265982747078,-0.023915704086704643
21,6,-0.0025596842169761658,-0.0008653700351715088,0.06794662773609161,-0.02391730528017132
18,3,-0.0026171207427978516,-0.0009496547281742096,-0.09597236663103104,-0.02445398355993683
17,13,-0.0026283562183380127,-0.0008957469835877419,0.02613929472863674,-0.024558966157664994
9,9,-0.0026783347129821777,-0.0008851233869791031,0.0721793994307518,-0.025025957713076467
20,2,-0.0027207788079977036,-0.000907000619918108,0.021506212651729584,-0.025422548968784625
14,6,-0.0027415305376052856,-0.0008036494255065918,0.19112920761108398,-0.02561645001674375
16,1,-0.0027624890208244324,-0.0009830817580223083,-0.11088024824857712,-0.025812282939428974
21,14,-0.002928324043750763,-0.0009579937905073166,0.07379143685102463,-0.02736182051252805
10,3,-0.002963937819004059,-0.0009381808340549469,0.1212964877486229,-0.02769459028516771
11,6,-0.0029872506856918335,-0.001145288348197937,-0.22056256234645844,-0.027912422213742922
17,1,-0.0030352026224136353,-0.0011113248765468597,-0.16472023725509644,-0.028360477915983267
4,0,-0.003037458285689354,-0.0010481742210686207,-0.02354493737220764,-0.028381554495202233
10,2,-0.0031911134719848633,-0.0011389032006263733,-0.06793587654829025,-0.029817285502229618
28,7,-0.003204774111509323,-0.0010735346004366875,0.04125456511974335,-0.02994492846836661
4,3,-0.0032194312661886215,-0.001070997677743435,0.02377168834209442,-0.03008188272259786
11,12,-0.0032528117299079895,-0.0011430531740188599,-0.044328395277261734,-0.030393784767340296
21,13,-0.0033226795494556427,-0.0011560050770640373,-0.0364471860229969,-0.03104661919054708
16,15,-0.003523346036672592,-0.0012925732880830765,-0.056230947375297546,-0.0329216167400249
21,9,-0.0035451464354991913,-0.0012564770877361298,-0.03840702772140503,-0.03312531639582902
25,12,-0.0036717168986797333,-0.0012340191751718521,0.05296504497528076,-0.0343079718137375
14,5,-0.0037327706813812256,-0.0014480575919151306,-0.2499402016401291,-0.034878449199071335
14,8,-0.00401957705616951,-0.001348491758108139,0.03571458160877228,-0.03755832493398293
12,5,-0.004077160730957985,-0.001395456027239561,-2.6786952730617486e-05,-0.03809637815161657
12,11,-0.0044867247343063354,-0.0014656409621238708,0.1372700333595276,-0.041923282749803115
11,11,-0.004497841000556946,-0.0014187060296535492,0.13724613189697266,-0.042027151473815326
10,15,-0.004784107208251953,-0.0017079561948776245,-0.16575147211551666,-0.04470197996845153
10,7,-0.004912153817713261,-0.0016611465252935886,-0.019559206441044807,-0.04589842827573329
16,6,-0.004988327622413635,-0.0018248818814754486,-0.1328226923942566,-0.046610184878086075
24,9,-0.0051118433475494385,-0.001695193350315094,0.07347919791936874,-0.04776429728202338
16,10,-0.0052274055778980255,-0.0017632367089390755,0.040079645812511444,-0.048844093423974735
16,0,-0.005364760756492615,-0.0019066277891397476,-0.07465206831693649,-0.05012751960462295
26,14,-0.005470553413033485,-0.0018271170556545258,0.013318207114934921,-0.05111603031469695
11,13,-0.005481090396642685,-0.0018744971603155136,0.05463951826095581,-0.05121448630862072
25,9,-0.006082911044359207,-0.002114349976181984,0.06156477704644203,-0.056837808146480276
17,7,-0.006168857216835022,-0.0019427947700023651,0.1821344494819641,-0.057640876287125636
23,10,-0.00627242773771286,-0.002037927508354187,0.0831882432103157,-0.05860862369496328
11,3,-0.006884584203362465,-0.0023398702032864094,-0.023290537297725677,-0.06432852186485094
26,3,-0.007909178733825684,-0.0031680911779403687,-0.7374982237815857,-0.07390217943204559
26,6,-0.012188978493213654,-0.004286032170057297,-0.10334375500679016,-0.11389198626228357
23,0,-0.012303367257118225,-0.004232142120599747,-0.019522011280059814,-0.11496081770984357
23,3,-0.014799833297729492,-0.005086496472358704,0.32107922434806824,-0.13828742183502585
26,7,-0.017546046525239944,-0.0057265423238277435,-0.06465363502502441,-0.1639476262036742
23,4,-0.02185768634080887,-0.007415802218019962,-0.05639292299747467,-0.20423494174173135
24,1,-0.027706138789653778,-0.00935845822095871,-0.07578221708536148,-0.258882003948816
25,15,-0.028113171458244324,-0.009612277150154114,-0.16508668661117554,-0.2626852561348154
24,3,-0.029892519116401672,-0.010178908705711365,-0.2537352442741394,-0.27931121368749406
26,9,-0.045401133596897125,-0.015503945760428905,-0.06973984092473984,-0.4242213805520144
27,8,-0.07245677709579468,-0.025148123502731323,-0.7918310165405273,-0.6770252541013275
27,3,-0.08098016679286957,-0.027487728744745255,0.04093657806515694,-0.7566665286205841
27,2,-0.12506842613220215,-0.04244477301836014,0.004336087498813868,-1.1686206090875342
29,0,-0.16218703985214233,-0.05488137528300285,-0.1381298154592514,-1.5154513665804736
29,14,-0.18653102219104767,-0.06362743675708771,-0.0333181656897068,-1.7429178850959954
28,4,-0.226680725812912,-0.07770171761512756,-0.6373531222343445,-2.118070691861718
28,15,-0.24012817442417145,-0.08224432170391083,-0.3811649978160858,-2.2437216340919495
