layer,head,attrib_contrastive,attrib_ln_scaled,attrib_deceptive_only,pct_of_norm_v
8,10,-0.00021550431847572327,-5.419738590717316e-05,0.01289681252092123,-0.002013640018559809
15,14,-0.00023990124464035034,-6.625615060329437e-05,0.02686278708279133,-0.002241601236239427
13,2,-0.00024275481700897217,-0.00011281296610832214,-0.05133052170276642,-0.002268264588314948
2,11,-0.0002557875122874975,-8.851324673742056e-05,0.0037401372101157904,-0.0023900401376317957
18,14,-0.00025794655084609985,-0.0001043323427438736,-0.03093133680522442,-0.002410213869991155
5,14,-0.00025950372219085693,-7.605040445923805e-05,0.022794680669903755,-0.0024247638454057345
20,4,-0.0002736654132604599,-9.368103928864002e-05,-0.0036763520911335945,-0.0025570885620050726
3,13,-0.00028365664184093475,-0.00010180287063121796,-0.017537526786327362,-0.002650445102823019
0,0,-0.0002928785979747772,-0.00010703643783926964,-0.013505117036402225,-0.002736613677317735
6,9,-0.00029733777046203613,-9.124446660280228e-05,0.017914345487952232,-0.0027782795160049395
