step,epoch,loss,eval_loss
25,0.5555555555555556,3.5793338012695313,3.2422828674316406
50,1.1111111111111112,2.9687741088867186,2.7946135997772217
75,1.6666666666666665,2.346321563720703,2.6480400562286377
100,2.2222222222222223,2.034743347167969,2.977649688720703
125,2.7777777777777777,1.6641744995117187,2.7287650108337402
