tag,scope,n,p_faithful,p_faithful_ci,deception,deception_ci,other
baseline,in_domain,12,1.4946072476793032e-12,1.4455812831402668e-12,0.0,0.0,12
baseline,out_domain,30,9.596039410688876e-13,6.343055566486623e-13,0.4,0.1783046598497581,18
baseline,overall,42,1.1124620286718635e-12,6.073996405996686e-13,0.2857142857142857,0.13828214353094254,30
